station_id,name,id,free_bikes,empty_slots,has_ebikes,ebikes,slots,renting,returning,latitude,longitude,timestamp
9ee74f8bb62f38529fa85da832fdfed4,Gare du Ruisseau (Dutrisac / Henri-Bourassa),9ee74f8bb62f38529fa85da832fdfed4,8,7,True,0,19,1,1,45.52814371649508,-73.69254536926746,2023-08-31T14:04:03.017000Z
88de0ba474d1d950ec32feacb9c50d61,Bibliothèque du Vieux-St-Laurent (de l'Église / Filiatrault),88de0ba474d1d950ec32feacb9c50d61,7,9,True,1,18,1,1,45.512843286755896,-73.67612421512604,2023-08-31T14:04:03.007000Z
5628b95a789420240f43c4f870c685de,CHSLD Robert Cliche (de Bellechasse / 16e avenue),5628b95a789420240f43c4f870c685de,7,5,True,7,15,1,1,45.557568,-73.579191,2023-08-31T14:04:03.023000Z
d5689456bbada11a02e0a17b675f2544,Parc Ottawa (de Belleville / Fleury),d5689456bbada11a02e0a17b675f2544,9,6,True,8,15,1,1,45.58116,-73.6412434,2023-08-31T14:04:03.020000Z
278e51e3bb2d95cf556a62edff8f95ec,Parc Nicolas-Tillemont (des Érables / Villeray),278e51e3bb2d95cf556a62edff8f95ec,6,12,True,4,18,1,1,45.55463653358596,-73.61255215771962,2023-08-31T14:04:03.022000Z
05b2ac429b1d77afa9c0d51ebaf1e9cf,Parc Armand-Bombardier (Perras / Armand-Bombardier),05b2ac429b1d77afa9c0d51ebaf1e9cf,13,1,True,2,15,1,1,45.6391233,-73.5961118,2023-08-31T14:04:03.344000Z
700cf042fd8763ec6c702d94d5b6689b,Collège de Rosemont (Beaubien / 15e avenue),700cf042fd8763ec6c702d94d5b6689b,21,1,True,10,26,1,1,45.55774990838239,-73.58380123972893,2023-08-31T14:04:03.358000Z
4dfba1c78f4c98769c58749cb8f10472,McTavish / Sherbrooke,4dfba1c78f4c98769c58749cb8f10472,45,1,True,9,46,1,1,45.50277615861811,-73.57589408755302,2023-08-31T14:04:03.470000Z
93d7ed07d72db7e1ece88eb8b79a5ca6,de Bleury / de Maisonneuve,93d7ed07d72db7e1ece88eb8b79a5ca6,17,2,True,2,21,1,1,45.507096455662456,-73.56844156980515,2023-08-31T14:04:03.192000Z
014e10dba2d92bd20c826b88864dc6b6,de Maisonneuve / Aylmer (ouest),014e10dba2d92bd20c826b88864dc6b6,25,10,True,5,37,1,1,45.505173440423306,-73.5706517100334,2023-08-31T14:04:03.161000Z
82cc3be4d76f16ca475536a6e07461c5,Préfontaine / Marcel-Pépin,82cc3be4d76f16ca475536a6e07461c5,1,18,True,1,19,1,1,45.54365380040509,-73.55942063033581,2023-08-31T14:04:02.290000Z
aa392581e19d48cf19a168a0dfa88f4b,Métro Atwater (Atwater / Ste-Catherine),aa392581e19d48cf19a168a0dfa88f4b,24,11,True,1,35,1,1,45.48952522221574,-73.5844581949641,2023-08-31T14:04:02.612000Z
6854cb59f24f653adfba864ecd063aa2,Hochelaga / de l'Assomption,6854cb59f24f653adfba864ecd063aa2,17,6,True,2,23,1,1,45.566883091095185,-73.53943817317486,2023-08-31T14:04:03.018000Z
85ae63e650e620f403ad900a2f1659ac,Bassin olympique (Chemin du Chenal le Moyne),85ae63e650e620f403ad900a2f1659ac,11,8,True,2,19,1,1,45.5169025120042,-73.52724552154541,2023-08-31T14:04:03.115000Z
ee6ad7e94cd47718c9f03d9248357f5c,Parc Wilfrid-Bastien (Lacordaire / des Galets),ee6ad7e94cd47718c9f03d9248357f5c,6,13,True,3,19,1,1,45.5864002,-73.5952181,2023-08-31T14:04:03.309000Z
0f8246e77098962beaa5e48211a7cff8,de Chambly / de Rouen,0f8246e77098962beaa5e48211a7cff8,9,0,True,0,11,1,1,45.54710313981358,-73.54892447590828,2023-08-31T14:04:02.248000Z
91a138f95bde5c11382cfd13a0592bb2,BAnQ (Berri),91a138f95bde5c11382cfd13a0592bb2,11,3,True,0,15,1,1,45.51601387670667,-73.56291957199574,2023-08-31T14:04:03.020000Z
e71036c3bdeb0765305e4bb03bf53127,Parc Ernest-Rouleau (Gouin),e71036c3bdeb0765305e4bb03bf53127,15,4,True,3,19,1,1,45.63131269772338,-73.61631497740746,2023-08-31T14:04:02.250000Z
